189,305454,23,Madaripur Sadar,মাদারীপুর সদর,518116,555775,0,219,0,1,
190,305480,23,Rajoir,রাজৈর,504144,556610,0,219,0,1,
191,305487,23,Shibchar,শিবচর,517904,575865,0,218,0,1,
192,305610,24,Daulatpur,দৌলতপুর,479911,639903,0,168,0,1,
193,305622,24,Ghior,ঘিওর,490554,630798,0,168,0,1,
194,305628,24,Harirampur,হরিরামপুর,495019,614064,0,169,0,1,
195,305646,24,Manikganj Sadar,মানিকগঞ্জ সদর,503328,626602,0,170,0,1,
196,305670,24,Saturia,সাটুরিয়া,500442,640042,0,170,0,1,
197,305678,24,Shibalaya,শিবালয়,481049,626853,0,168,0,1,
198,305682,24,Singair,সিঙ্গাইর,516033,620784,0,169,0,1,
199,305924,25,Gazaria,গজারিয়া,564320,595133,0,173,0,1,
200,305944,25,Lohajang,লৌহজং,534975,586206,0,172,0,1,
201,305956,25,Munshiganj Sadar,মুন্সিগঞ্জ সদর,553898,588369,0,173,0,1,
202,305974,25,Serajdikhan,সিরাজদিখান,536564,600420,0,170,0,1,
203,305984,25,Sreenagar,শ্রীনগর,527183,594639,0,171,0,1,
204,305994,25,Tongibari,টঙ্গিবাড়ি,546391,587236,0,172,0,1,
205,306702,26,Araihazar,আড়াইহাজার,568286,618739,0,205,0,1,
206,306704,26,Sonargaon,সোনারগাঁও,560820,609427,0,206,0,1,
207,306706,26,Bandar,বন্দর,555144,604866,0,208,0,1,
208,306758,26,Narayanganj Sadar,নারায়ণগঞ্জ সদর,549347,604251,0,80,0,1,
209,306768,26,Rupganj,রূপগঞ্জ,555363,624367,0,204,0,1,
210,306807,27,Belabo,বেলাবো,586460,655942,0,202,0,1,
211,306852,27,Manohardi,মনোহরদী,80,88,80,202,80,1,
212,306860,27,Narsingdi Sadar,নরসিংদী সদর,572062,630421,0,199,0,1,
213,306863,27,Palash,পলাশ,566231,640056,0,200,0,1,
214,306864,27,Roypura,রায়পুর,588710,640714,0,203,0,1,
215,306876,27,Shibpur,শিবপুর,575926,647932,0,201,0,1,
216,308207,28,Baliakandi,বালিয়াকান্দি,454732,606331,0,210,0,1,
217,308229,28,Goalanda,গোয়ালন্দ ঘাট,476444,617573,0,209,0,1,
218,308247,28,Kalukhali,কালুখালী,446644,615994,0,80,0,1,
219,308273,28,Pangsha,পাংশা,437763,621239,0,210,0,1,
220,308276,28,Rajbari Sadar,রাজবাড়ি সদর,465162,613358,0,209,0,1,
221,308614,29,Bhedarganj,ভেদেরগঞ্জ,553017,561750,0,223,0,1,
222,308625,29,Damudya,দামুদিয়া,543478,549968,0,223,0,1,
223,308636,29,Gosairhat,গোসাইর হাট ,547506,543337,0,223,0,1,
224,308665,29,Naria,নড়িয়া,544107,568056,0,223,0,1,
225,308669,29,Shariatpur Sadar,শরীয়তপুর সদর,532830,558205,0,221,0,1,
226,308694,29,Zanjira,জাজিরা,532962,574351,0,221,0,1,
227,309309,30,Basail,বাসাইল,504361,670368,0,137,0,1,
228,309319,30,Bhuapur,ভুয়াপুর,481640,697078,0,80,0,1,
229,309323,30,Delduar,দেলদুয়ার,493907,660755,0,135,0,1,
230,309325,30,Dhanbari,ধনবাড়ি,493761,720558,0,130,0,1,
231,309328,30,Ghatail,ঘাটাইল,505419,696693,0,132,0,1,
232,309338,30,Gopalpur,গোপালপুর,490458,707670,0,131,0,1,
233,309347,30,Kalihati,কালিহাতি,494915,684135,0,133,0,1,
234,309357,30,Madhupur,মধুপুর,506431,716211,0,130,0,1,
235,309366,30,Mirzapur,মির্জাপুর,511117,657588,0,136,0,1,
236,309376,30,Nagarpur,নগরপুর,487630,650143,0,135,0,1,
237,309385,30,Sakhipur,সখিপুর,517977,678408,0,137,0,1,
238,309395,30,Tangail Sadar,টাঙ্গাইল সদর,486713,673221,0,134,0,1,
239,353907,31,Bakshiganj,বকশীগঞ্জ,484668,777840,0,138,0,1,
240,353915,31,Dewanganj,দেওয়ানগঞ্জ,476673,785599,0,138,0,1,
241,353929,31,Islampur,ইসলামপুর,476799,762863,0,139,0,1,
242,353936,31,Jamalpur Sadar,জামালপুর সদর,501550,737711,0,141,142,1
243,353958,31,Madarganj,মাদারগঞ্জ,474095,742151,0,140,0,1,
244,353961,31,Melandaha,মেলান্দহ,482358,749814,0,140,0,1,
245,353985,31,Sarishabari,সরিষাবাড়ি ,483171,723961,0,141,0,1,
246,356113,32,Bhaluka,ভালুকা,536062,686778,0,156,0,1,
247,356116,32,Dhobaura,ধোবাউড়া,551730,765154,0,146,0,1,
248,356120,32,Fulbaria,ফুলবাড়িয়া,525692,708954,0,151,0,1,
249,356122,32,Gaffargaon,গফরগাঁও,555730,688262,0,155,0,1,
250,356123,32,Gauripur,গৌরিপুর,561151,727749,0,148,0,1,
